"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"14338-8","Преальбумін","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Преальбумін СвткПлаз-МасКнц","Преальбумін [Маса/об'єм] у сироватці чи плазмі","Chemistry; Level; Mass concentration; PALB; Pl; Plasma; Plsm; Point in time; Pre albumin; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Transthyretin; UniversalLabOrders","Преальбумін [Маса/об'єм]"
"14367-7","Trichomonas vaginalis","Наявність або Поріг","МоментЧасу","Піхва","Порядково","Нативний ""вологий"" препарат","Мікробіологія","Trichomonas vaginalis Піхв Пор НатВолПреп","Trichomonas vaginalis [Наявність] у вагінальній рідині методом Нативного ""вологого"" препарату","Genital vaginal; Gyn; Gynecology; ID; Infectious Disease; InfectiousDisease; Microbiology; OB; ObGyn; Obstetrics; Ordinal; Point in time; PR; Prep; QL; Qual; Qualitative; Random; Screen; T vaginalis; Tric; Trich; Trichimoniasis; Trichomonad; Trichomonads; Trichomoniasis; Vag fld; Vag fluid; Vagina; Vaginal fluid; Wet mount; Wet prep","Trichomonas vaginalis НатВолПреп Пор (Піхв)"
"5803-2","pH","Log Концентрація речовини","МоментЧасу","Сеча","Кількісно","Тест-смужка","Аналіз Сечі","pH Сеч Смуж","pH в Сечі Тест-смужкою","Dip stick; Dipstick; Kidney; Log molar concentration; Nephrology; Point in time; QNT; Quan; Quant; Quantitative; Random; Renal; UA; UniversalLabOrders; UR; URINALYSIS; Urn","pH Тест-смужка (Сеча)"
"35678-2","Натрій","Молярна Концентрація","ХХХ","Сеча","Кількісно","","Хімія","Натрій ?Час Сеч-МолКонц","Натрій [Молі/об'єм] в сечі, зібраної за невизначений час","?Tm; Chemistry; Level; Na; Na+; QNT; Quan; Quant; Quantitative; Substance Concentration; UA; UniversalLabOrders; UR; Urn","Натрій невизн час (Сеч) [Молі/об'єм]"
"8061-4","Нуклеарні, Антитіла","Наявність або Поріг","МоментЧасу","Сироватка","Порядково","","Серологія","АНА Сир Якісн","Нуклеарні Антитіла [Наявність] в сироватці","ABS; Aby; ANA; ANF; Antby; Anti; Antibodies; Antibody; Antinuclear antibody; Autoantibodies; Autoantibody; NA; Nuc; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serology; Serum; SR; UniversalLabOrders","Нуклеарні Ат Якісн (Сир)"
"8117-4","Клітини.CD19/100 клітин","Чисельна Фракція","МоментЧасу","Кров","Кількісно","","Клітинні Маркери","CD19 Клітини ЧисФракц Крв","CD19 клітини/100 клітин в Крові","B cells expressing CD19 as a percent of total lymphocytes; B4; B-4; Blood; CD19 Cells; Cell; CELL MARKERS; Cellularity; Gated cells; HD-37; Leu12; Leu-12; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood","CD19 клітини/100 клітин (Крв)"
"5809-9","Редукуючі речовини","Наявність або Поріг","МоментЧасу","Сеча","Порядково","","Аналіз Сечі","Редук Реч Сеч Якісн","Редукуючі речовини [Наявність] в Cечі","Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Reduc; Reduc subs; Reducing substance; Screen; UA; UniversalLabOrders; UR; URINALYSIS; Urn","Редукуючі речовини Якісно (Cеча)"
"10371-3","Дегмацити","Наявність або Поріг","МоментЧасу","Кров","Порядково","Мікроскопія. світлова","Гематологія/Підрахунок клітин","Дегмацити Кров Пор Мазок","Дегмацити [Наявність] у Крові методом Світлової мікроскопії","Blood; Cell; Cellularity; Degmacytes; HEMATOLOGY/CELL COUNTS; LM; Micro; Micros; Microscopic; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; WB; Whole blood","Дегмацити Мікроскоп.світл Пор (Кров)"
"10839-9","Тропонін І","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Тропонін І СвткПлаз-МасКнц","Тропонін І.серцевий [Маса/об'єм] у Сироватці чи Плазмі","Cardio; Cardiology; Chemistry; cTnI; Heart Disease; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; TnI; TrI; Trop I; Troponin; UniversalLabOrders","Тропонін І.серцевий [Маса/об'єм]"
"13514-5","Гемоглобін зразок","Інтерпретація","МоментЧасу","Кров","Описово","Електрофорез","Гематологія/Підрахунок клітин","Гемоглобін Фрак Кров ЕлекФорез-Інтерпр","Гемоглобіновий зразок [Інтерпретація] в крові методом електрофорезу Описово","Blood; Elec; Elect; Electr; Electro; Electrophhrs; Electrophrs; Elp; Elph; Ep; Haemoglobin; Hb; HEMATOLOGY/CELL COUNTS; Hgb; Hgb Fract; Impression; Impression/interpretation of study; Impressions; Interp; Interpretation; Narrative; Point in time; Random; Report; WB; Whole blood","Гемоглобіновий зразок ЕлекФорез Оп (Кров) [Інтерпр]"
"13552-5","клозапін","Наявність або Поріг","МоментЧасу","Сироватка/Плазма","Порядково","","Наркотична токсикологія","клозапін СвткПлаз Пор","клозапін [Наявність] у сироватці чи плазмі","Clozaril; DRUG/TOXICOLOGY; Drugs; FazaClo; Leponex; Ordinal; Pl; Plasma; Plsm; Point in time; PR; QL; Qual; Qualitative; Random; Screen; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR","клозапін Пор"
"13612-7","Дегідроепіандростерон","Масова Швидкість","24год","Сеча","Кількісно","","Хімія","Дегідроепіандростерон 24год Сеча-МасШв","Дегідроепіандростерон [Маса/час] у добовій Сечі","1 day; 24 hours; 24HR; Chemistry; DHEA; Endocrine; Endocrinology; Mass Rate; mRate; Prasterone; QNT; Quan; Quant; Quantitative; UA; UR; Urn","Дегідроепіандростерон (24год Сеча) [Маса/час]"
"11565-9","Jo-1 екстрагований ядерний Антитіла","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","","Серологія","ENA Jo1 Ат Сир-ДовКонц","Jo-1 екстрагований ядерний, Антитіла [Одиниці/об'єм] в сироватці","ABS; Aby; ANA; ANF; Antby; Anti; Antibodies; Antibody; Antinuclear antibody; Arbitrary concentration; Autoantibodies; Autoantibody; ENA; ENA Jo1; Histidyl-tRNA synthease; i; NA; Nuc; Point in time; QNT; Quan; Quant; Quantitative; Random; Serology; Serum; SR; UniversalLabOrders","Jo-1 екстрагований ядерний Ат Кільк (Сиров)"
"12232-5","Вірус Кору Антиген","Наявність або Поріг","МоментЧасу","ХХХ","Порядково","Імунофлуоресценція","Мікробіологія","Кір Аг Зразок Якісн ІФ","Вірус Кору, Антиген [Наявність] в зразку методом Імунофлуоресценції","ACIF; Anticomplement Immunofluorescence; Antigen; Antigens; DFA; FA; Fluorescent antibody; Fluoresent; ID; IFA; Immune fluorescence; Immunoflour; Immunofluor; Immunofluorescence; Infectious Disease; InfectiousDisease; MeV; Microbiology; Misc; Miscellaneous; Msls; Ordinal; Other; Point in time; PR; QL; Qual; Qualitative; Random; Rubeola; Screen; Spec; Time Resolved Fluorescence; To be specified in another part of the message; TRF; UniversalLabOrders; Unspecified","Кір антиген ІФ Якісн (Зразок)"
"12235-8","Мікроскопічне дослідження","Наявність або Ідентифікація","МоментЧасу","Осад Сечі","Категорійно","Мікроскопія. світлова","Аналіз Сечі","Мікро СечОсд","Мікроскопічне дослідження [Ідентифікація] в осаді Сечі методом Світлової Мікроскопії","Identity or presence; Kidney; LM; Micro; Micros; Microscopic; Nephrology; Nominal; Point in time; Random; Renal; UA; UR; URINALYSIS; Urine sediment; Urn; UrnS","Мікроскопічне дослідження СМ Категорійно (осад Сечі)"
"10863-9","Ендомізій, Антитіла.IgA","Титр","МоментЧасу","Сироватка","Кількісно","","Серологія","Ендомізій IgA Титр Сиров","Ендомізій, Антитіла IgA [Титр] в сироватці","ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Dilution factor; Dilution Factor (Titer); EMA; Endomysial; Gastro; Gastroenterology; GI; Immune globulin A; Immunoglobulin A; Point in time; QNT; Quan; Quant; Quantitative; Random; Serology; Serum; SR; Titer; Titered; Titre; Transglutaminase; Ttr; UniversalLabOrders","Ендомізій IgA (Сиров) [Титр]"
"10900-9","Вірус Гепатиту В, Антитіла до поверхевого антигену","Наявність або Поріг","МоментЧасу","Сироватка","Порядково","Імуноаналіз","Мікробіологія","ВГВ HBsAg Сир Якісн ІА","Вірус Гепатиту В, Антитіла до поверхевого антигену [Наявність] в Сироватці Імуноаналіз","ABS; Aby; Antby; Anti; Antibodies; Antibody; anti-HBsAg; Autoantibodies; Autoantibody; EIA; ELFA; ELISA; Enzyme immunoassay; HBs; HBsAB; HBV; HBV surface; Hep; Hep B; Hep Bs; Hepatis; Hepatit; Hepatology; HepB; IAA; ID; Infectious Disease; InfectiousDisease; Liver; MEIA; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serum; SR; SUDS; Surf; UniversalLabOrders","ВГВ, Ат до поверхн антигену (anti-HBs) ІА Якісно (Сиров)"
"11013-0","ДНК двоспіральна, Антитіла","Титр","МоментЧасу","Сироватка","Кількісно","","Серологія","dsDNA Ат Титр Сиров","ДНК двоспіральна, Антитіла [Титр] в сироватці","ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Deoxyribonucleic acid; Dilution factor; Dilution Factor (Titer); DNA binding ab; ds; dsDNA; dsnda; Native DNA; N-DNA; Point in time; QNT; Quan; Quant; Quantitative; Random; Serology; Serum; SR; Stranded; Strnd; Titer; Titered; Titre; Ttr; UniversalLabOrders","ДНК двоспіральна, Ат (Сиров) [Титр]"
"11276-3","Тубулярні клітини","Наявність або Поріг","МоментЧасу","Осад Сечі","Порядково","Мікроскопія. світлова","Аналіз Сечі","Тубулярні клітини СечОсд Якісн Мікро","Тубулярні клітини [Наявність] в осаді Сечі методом Світлової Мікроскопії","Cell; Cellularity; Kidney; LM; Micro; Micros; Microscopic; Nephrology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Renal; Screen; UA; UR; URINALYSIS; Urine sediment; Urn; UrnS","Тубулярні клітини СМ Якісно (осад Сечі)"
