"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"99385-7","Powierzchnia wirusa zapalenia wątroby typu B Ag","stężenie logarytmowo-jednostkowe","punkt w czasie","surowica lub osocze","ilościowy","metoda immunologiczna","MICRO","","","Antygen powierzchniowy wirusa zapalenia wątroby typu B",""
"99415-2","Białko monoklonalne prążek 1","stężenie masowe","punkt w czasie","surowica lub osocze","ilościowy","immunofiksacja","badania biochemiczne - testy bez obciążenia","","","",""
"99598-5","Erytrocyty dysmorficzne/100 erytrocytów","frakcja liczbowa","punkt w czasie","mocz","ilościowy","automatyczne liczenie","badanie moczu","","","Erytrocyty dysmorficzne/100 erytrocytów",""
"7789-1","Akantocyty","granica wykrywalności","punkt w czasie","krew","półilościowy","mikroskopia świetlna","morfologia krwi","","","",""
"88235-7","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","płyn stawowy","cecha","barwienie Giemsy","MICRO","","","",""
"88304-1","Łańcuchy lekkie immunoglobuliny.kappa","granica wykrywalności","24 godziny","mocz","półilościowy","immunofiksacja","badania biochemiczne - testy bez obciążenia","","","Łańcuchy lekkie immunoglobulin Łańcuchy lekkie kappa immunoglobuliny",""
"101523-9","Bydlęcy wirus paragrypy 3 Ab.Neutralizujące","miano","punkt w czasie","surowica","półilościowy","test neutralizacji","MICRO","","","Bydlęcy wirus paragrypy 3 Przeciwciała do wirusa paragrypy typu 3",""
"101826-6","Kryształy moczanu sodu","frakcja wysycenia","24 godziny","mocz","ilościowy","","badania biochemiczne - testy bez obciążenia","","","",""
"101827-4","Kryształy moczanu","frakcja wysycenia","24 godziny","mocz","ilościowy","","badania biochemiczne - testy bez obciążenia","","","",""
"43346-6","Paramyksowirus ptasi 7 Ab","miano","punkt w czasie","surowica","półilościowy","","MICRO","","","Paramyksowirus ptasi Paramyksowirus ptasi 7 Przeciwciała do paramyksowirusa ptasiego typu 7",""
"44272-3","Wirus doliny Cache Ab.Neutralizujące","miano","punkt w czasie","surowica","półilościowy","test neutralizacji","MICRO","","","Przeciwciała do wirusa doliny Cache Przeciwciałd nautralziujące do wirusa doliny Cachew Wirus doliny Cache",""
"43842-4","Borrelia burgdorferi Ab","miano","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Borrelia burgdorferi",""
"6372-7","Cryptosporidium sp Ag","miano","punkt w czasie","kał","półilościowy","immunofluorescencja","MICRO","","","Antygen Cryptosporidium sp. Cryptosporidium sp.",""
"6458-4","Wirus limfocytarnego zapalenia splotu naczyniówkowego i opon mózgowo-rdzeniowych Ab","miano","punkt w czasie","surowica","półilościowy","immunofluorescencja","MICRO","","","Przeciwciała do wirusa limfocytarnego zapalenia splotu naczyniówkowego i opon mózgowo-rdzeniowych",""
"6424-6","Heterofil Ab","miano","punkt w czasie","surowica","półilościowy","aglutynacja","MICRO","","","Heterofil Przeciwciała heterofilne",""
"103629-2","Ospa małpia wirus Ab.IgG","miano","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","IgG Wirus ospy małpiej",""
"103630-0","Ospa małpia wirus Ab.IgM","miano","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","IgM Wirus ospy małpiej",""
"103750-6","Hemoglobina","stężenie molowe","punkt w czasie","krew pępowinowa żylna","ilościowy","","morfologia krwi","","","",""
"103577-3","Albumina","stężenie masowe","punkt w czasie","surowica","ilościowy","metoda immunologiczna","badania biochemiczne - testy bez obciążenia","","","",""
"103616-9","Kreatynina","stężenie molowe","punkt w czasie","surowica lub osocze","ilościowy","chromatografia cieczowa z tandemową spektrometrią mas (LC-MS/MS)","badania biochemiczne - testy bez obciążenia","","","",""
"103835-5","Norhydrokodon","granica wykrywalności","punkt w czasie","smółka","półilościowy","","toksykologia leków","","","",""
"104194-6","Kreatynina","stężenie molowe","punkt w czasie","sucha kropla krwi","ilościowy","","badania biochemiczne - testy bez obciążenia","","","",""
"104326-4","Adenowirus sp zidentyfikowany","typ","punkt w czasie","XXX","cecha","sekwencjonowanie","MICRO","","","Adenowirus Adenowirus sp Adenowirus zidentyfikowanie sp wykryty",""
"104177-1","Clostridium tetani toksyna","granica wykrywalności","punkt w czasie","XXX","półilościowy","biologiczny test neutralizacji przeprowadzany na myszach","MICRO","","","Clostridium tetani Toksyna Clostridium tetani",""
"104181-3","Clostridium tetani toksyna","granica wykrywalności","punkt w czasie","surowica lub osocze","półilościowy","test biologiczny przeprowadzany na myszach (MBA)","MICRO","","","Clostridium tetani Toksyna Clostridium tetani",""
"104182-1","Clostridium tetani toksyna","granica wykrywalności","punkt w czasie","surowica lub osocze","półilościowy","metoda immunologiczna","MICRO","","","Clostridium tetani Toksyna Clostridium tetani",""
"104341-3","Wirus choroby Borna","granica wykrywalności","punkt w czasie","XXX","półilościowy","","MICRO","","","Wirus choroby Borna",""
"103836-3","Noroksykodon","granica wykrywalności","punkt w czasie","smółka","półilościowy","","toksykologia leków","","","",""
"104196-1","Kreatynina/kreatynina","współczynnik molowy","punkt w czasie","sucha kropla krwi","ilościowy","","badania biochemiczne - testy bez obciążenia","","","",""
"104275-3","Hematopoetyczne komórki progenitorowe/całkowita liczba komórek","frakcja liczbowa","punkt w czasie","krew","ilościowy","automatyczne liczenie","morfologia krwi","","","",""
"104346-2","Wirus choroby Borna Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","barwnik immunologiczny","MICRO","","","barwnik immunologiczny Wirus choroby Borna",""
"104369-4","Clostridium baratii","granica wykrywalności","punkt w czasie","XXX","półilościowy","","MICRO","","","Clostridium baratii",""
"104412-2","Wirus zapalenia wątroby typu A Ab.IgM","miano","punkt w czasie","surowica","półilościowy","","MICRO","","","IgM Przeciwciała do wirusa zapalenia wątroby typu A Przeciwciała IgM do wirusa zapalenia wątroby typu A",""
"103628-4","Ospa małpia wirus Ab.Neutralizujące","miano","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Wirus ospy małpiej",""
"103665-6","Komórki.CD4+CD26-/100 komórek CD4","frakcja liczbowa","punkt w czasie","krew","ilościowy","cytometria przepływowa (FC)","markery komórkowe","","","CD26 CD4 Komórki CD4 Komórki CD4+CD26-",""
"103838-9","oksyMORfon","granica wykrywalności","punkt w czasie","smółka","półilościowy","","toksykologia leków","","","",""
"104114-4","Alfa-N-acetylglukozaminidaza","stężenie katalityczne","punkt w czasie","sucha kropla krwi","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Alfa-N-acetyloglukozaminidaza",""
"104166-4","Apolipoproteina E fenotyp","wykrycie lub identyfikacja","punkt w czasie","osocze","cecha","chromatografia cieczowa z tandemową spektrometrią mas (LC-MS/MS)","badania biochemiczne - testy bez obciążenia","","","Apolipoproteina E Apolipoproteina E fenotyp",""
"104428-8","Odra wirus Ab.IgG awidność","współczynnik","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","IgG Przeciwciała do wirusa odry Przeciwciała IgG do wirusa odry Wirus odry",""
"104431-2","Świnka wirus Ab.IgM","stężenie w jednostkach umownych","punkt w czasie","surowica i płyn mózgowo-rdzeniowy","półilościowy","","MICRO","","","IgM Przeciwciała do wirusa świnki Przeciwciała IgM do wirusa świnki Świnka Wirus świnki",""
"104343-9","Wirus choroby Borna","granica wykrywalności","punkt w czasie","XXX","półilościowy","hodowla specyficzna dla organizmu","MICRO","","","Wirus choroby Borna",""
"104344-7","Wirus choroby Borna RNA","granica wykrywalności","punkt w czasie","XXX","półilościowy","sekwencjonowanie","MICRO","","","Wirus choroby Borna",""
"104429-6","Odra wirus Ab.IgM","współczynnik","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","IgM Przeciwciała do wirusa odry Przeciwciała IgM do wirusa odry Wirus odry",""
"104430-4","Koronawirus bliskowschodniego zespołu oddechowego","granica wykrywalności","punkt w czasie","XXX","półilościowy","test neutralizacji","MICRO","","","Koronawirus Koronawirus bliskowschodniego zespołu oddechowego (MERS-CoV)",""
"104461-9","Wirus żółtej gorączki Ab.IgG","miano","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","IgG Przeciwciała do wirusa żółtej gorączki Przeciwciała IgG do wirusa żółtej gorączki",""
"104473-4","Yersinia pseudotuberculosis 2 Ab","granica wykrywalności","punkt w czasie","kał","półilościowy","","MICRO","","","Przeciwciała do Yersinia pseudotuberculosis 2 Yersinia pseudotuberculosis Yersinia pseudotuberculosis 2",""
"104178-9","Clostridium tetani toksyna","granica wykrywalności","punkt w czasie","XXX","półilościowy","metoda immunologiczna","MICRO","","","Clostridium tetani Toksyna Clostridium tetani",""
"104427-0","Odra wirus genotyp","identyfikator","punkt w czasie","XXX","cecha","sekwencjonowanie","MICRO","","","Genotyp wirusa odry Wirus odry",""
"104434-6","Norowirus Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","","MICRO","","","Antygen norowirusa Norowirus",""
"104446-0","Wirus różyczki indeks Ab.IgM","stężenie w jednostkach umownych","punkt w czasie","surowica i płyn mózgowo-rdzeniowy","ilościowy","","MICRO","","","IgM Przeciwciała do wirusa różyczki Przeciwciała IgM do wirusa różyczki",""
"104468-4","Yersinia enterocolitica O:9 Ab","granica wykrywalności","punkt w czasie","kał","półilościowy","","MICRO","","","Przeciwciała do Yersinia enterocolitica O:9 Yersinia enterocolitica Yersinia enterocolitica O:9",""
"104472-6","Yersinia pseudotuberculosis 1 Ab","granica wykrywalności","punkt w czasie","kał","półilościowy","","MICRO","","","Przeciwciała do Yersinia pseudotuberculosis 1 Yersinia pseudotuberculosis Yersinia pseudotuberculosis 1",""
"104474-2","Yersinia pseudotuberculosis 3 Ab","granica wykrywalności","punkt w czasie","kał","półilościowy","","MICRO","","","Przeciwciała do Yersinia pseudotuberculosis 3 Yersinia pseudotuberculosis Yersinia pseudotuberculosis 3",""
"104465-0","Yersinia enterocolitica O:3 Ab","granica wykrywalności","punkt w czasie","kał","półilościowy","","MICRO","","","Przeciwciała do Yersinia enterocolitica O:3 Yersinia enterocolitica Yersinia enterocolitica O:3",""
"104466-8","Yersinia enterocolitica O:5 Ab","granica wykrywalności","punkt w czasie","kał","półilościowy","","MICRO","","","Przeciwciała do Yersinia enterocolitica O:5 Yersinia enterocolitica Yersinia enterocolitica O:5",""
"104467-6","Yersinia enterocolitica O:8 Ab","granica wykrywalności","punkt w czasie","kał","półilościowy","","MICRO","","","Przeciwciała do Yersinia enterocolitica O:8 Yersinia enterocolitica Yersinia enterocolitica O:8",""
"74728-7","Parametry życiowe, waga, wzrost, obwód głowy, oksymetria, BMI, &BSA panel","-","punkt w czasie","^pacjent","-","","PANEL.VITALS","","","Ciężar Panel parametry życiowe, waga, wzrost, obwód głowy, oksymetria, BMI, powierzchnia ciała Parametry życiowe",""
"15549-9","Aspergillus fumigatus Ab.IgE.klasa RAST","granica wykrywalności","punkt w czasie","surowica","półilościowy","","alergia","","","Aspergillus fumigatus IgE Przeciwciała do Aspergillus fumigatus Przeciwciała IgE do Aspergillus fumigatus Przeciwciała IgE klasy RAST do Aspergillus fumigatus",""
"15604-2","Ceratonia siliqua Ab.IgE.klasa RAST","granica wykrywalności","punkt w czasie","surowica","półilościowy","","alergia","","","IgE Przeciwciała IgE do Szarańczynu strąkowego (Ceratonia siliqua) Przeciwciała IgE klasa RAST do Szarańczynu strąkowego (Ceratonia siliqua) Szarańczyn strąkowy (Ceratonia siliqua)",""
"15760-2","Guma arabska Ab.IgE.klasa RAST","granica wykrywalności","punkt w czasie","surowica","półilościowy","","alergia","","","Guma arabska IgE Przeciwciała do gumy arabskiej Przeciwciała IgE do gumy arabskiej Przeciwciała IgE do gumy arabskiej.Klasa RAST",""
"15855-0","Chrysonilia sitophila Ab.IgE.klasa RAST","granica wykrywalności","punkt w czasie","surowica","półilościowy","","alergia","","","IgE Przeciwciała IgE do grzybów Chrysonilia sitophila",""
"15879-0","Chenopodium botrys Ab.IgE.klasa RAST","granica wykrywalności","punkt w czasie","surowica","półilościowy","","alergia","","","IgE Komosa wonna (Chenopodium botrys) Przeciwciała IgE do Komosy wonnej (Chenopodium botrys)",""
"15880-8","Quercus virginiana Ab.IgE.klasa RAST","granica wykrywalności","punkt w czasie","surowica","półilościowy","","alergia","","","Dąb wirginijski (Quercus virginiana) IgE Przeciwciała IgE do Dębu wirginijskiego (Quercus virginiana).klasa RAST",""
"17422-7","Parwowirus B19 Ab.IgG+IgM","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","MICRO","","","IgG IgM Ludzki parwowirus Ludzki parwowirus B19 Przeciwciała do parwowirusa B19 Przeciwciała IgG do parwowirusa B19 Przeciwciała IgG i IgM do parwowirusa B19",""
"17547-1","Rotawirus Ag","granica wykrywalności","punkt w czasie","kał","półilościowy","","MICRO","","","Antygen rotawirusa",""
"17715-4","Toxocara canis Ab","stężenie w jednostkach umownych","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do Toxocara canis Toxocara canis",""
"17789-9","Duże niezabarwione komórki","stężenie liczbowe","punkt w czasie","krew","ilościowy","automatyczne liczenie","morfologia krwi","","","koncentracja",""
"17154-6","Komórki.CD43/100 komórek","frakcja liczbowa","punkt w czasie","krew","ilościowy","","markery komórkowe","","","CD43 Komórki CD43 Komórki CD43/100 komórek",""
"17155-3","Komórki.CD44/100 komórek","frakcja liczbowa","punkt w czasie","krew","ilościowy","","markery komórkowe","","","CD44 Komórki CD44 Komórki CD44/100 komórek",""
"17166-0","Komórki.CD49d/100 komórek","frakcja liczbowa","punkt w czasie","krew","ilościowy","","markery komórkowe","","","Komórki CD49d Komórki CD49d/100 komórek",""
"17169-4","Komórki.CD5+CD2-/100 komórek","frakcja liczbowa","punkt w czasie","krew","ilościowy","","markery komórkowe","","","CD2 CD5 Komórki CD5 Komórki CD5+CD2- Komórki CD5+CD2-/100 komórek",""
"17174-4","Komórki.CD54/100 komórek","frakcja liczbowa","punkt w czasie","krew","ilościowy","","markery komórkowe","","","Komórki CD54 Komórki CD54/100 komórek",""
"17153-8","Komórki.CD4+CD45RA+/komórki CD8+","współczynnik liczbowy","punkt w czasie","krew","ilościowy","","markery komórkowe","","","CD4 CD8 Komórki CD4 Komórki CD4+CD45RA+ Komórki CD4+CD45RA+/komórki CD8 Komórki CD8",""
"17157-9","Komórki.CD45RA/100 komórek","frakcja liczbowa","punkt w czasie","krew","ilościowy","","markery komórkowe","","","Komórki CD45RA Komórki CD45RA/100 komórek",""
"17158-7","Komórki.CD45RB/100 komórek","frakcja liczbowa","punkt w czasie","krew","ilościowy","","markery komórkowe","","","CD45RB Komórki CD45RB Komórki CD45RB/100 komórek",""
"17168-6","Komórki.CD49f/100 komórek","frakcja liczbowa","punkt w czasie","krew","ilościowy","","markery komórkowe","","","Komórki CD49f Komórki CD49f/100 komórek",""
