"RecType","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS"
"CHANGED","102011-4","Have you experienced a frightening, horrible, or traumatic event","Find","Lifetime","^Patient","Ord","PC-PTSD-5","SURVEY.MTLHLTH"
"BEFORE","102012-2","Have you had nightmares or thoughts about the event(s) when you did not want to?","Find","1Mo","^Patient","Ord","PC-PTSD-5","SURVEY.MTLHLTH"
"CHANGED","102012-2","Have you had nightmares or thoughts about the event(s) when you did not want to","Find","1Mo","^Patient","Ord","PC-PTSD-5","SURVEY.MTLHLTH"
"BEFORE","102013-0","Have you tried not to think about or avoided situations that reminded you of the event(s)?","Find","1Mo","^Patient","Ord","PC-PTSD-5","SURVEY.MTLHLTH"
"CHANGED","102013-0","Have you tried not to think about or avoided situations that reminded you of the event(s)","Find","1Mo","^Patient","Ord","PC-PTSD-5","SURVEY.MTLHLTH"
"BEFORE","102014-8","Have you been constantly on guard, watchful, or easily startled?","Find","1Mo","^Patient","Ord","PC-PTSD-5","SURVEY.MTLHLTH"
"CHANGED","102014-8","Have you been constantly on guard, watchful, or easily startled","Find","1Mo","^Patient","Ord","PC-PTSD-5","SURVEY.MTLHLTH"
"BEFORE","102015-5","Have you felt numb or detached from people, activities, or your surroundings?","Find","1Mo","^Patient","Ord","PC-PTSD-5","SURVEY.MTLHLTH"
"CHANGED","102015-5","Have you felt numb or detached from people, activities, or your surroundings","Find","1Mo","^Patient","Ord","PC-PTSD-5","SURVEY.MTLHLTH"
"BEFORE","102016-3","Have you felt guilty or unable to stop blaming yourself or others for the event(s) or any problems the event(s) may have caused?","Find","1Mo","^Patient","Ord","PC-PTSD-5","SURVEY.MTLHLTH"
"CHANGED","102016-3","Have you felt guilty or unable to stop blaming yourself or others for the event(s) or any problems the event(s) may have caused","Find","1Mo","^Patient","Ord","PC-PTSD-5","SURVEY.MTLHLTH"
"BEFORE","102058-5","Perfluorohexanoic Acid","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"CHANGED","102058-5","Perfluorohexanoate","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"BEFORE","102060-1","Perfluoroheptanoic acid","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"CHANGED","102060-1","Perfluoroheptanoate","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"BEFORE","102061-9","2,2,3-Trifluoro-3-(1,1,2,2,3,3-hexafluoro-3-(trifluoromethoxy)propoxy)propanoic acid","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"CHANGED","102061-9","4,8-Dioxa-3H-perfluorononanoate","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"BEFORE","102063-5","n-Perfluorooctanoic Acid","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"CHANGED","102063-5","n-Perfluorooctanoate","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"BEFORE","102064-3","Total PFOA Isomers","MCnc","Pt","Ser/Plas","Qn","","DRUG/TOX"
"CHANGED","102064-3","Total perfluorohexanoic acid isomers","MCnc","Pt","Ser/Plas","Qn","","DRUG/TOX"
"BEFORE","102065-0","Perfluorohexane Sulfonic Acid","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"CHANGED","102065-0","Perfluorohexane sulfonate","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"BEFORE","102066-8","Perfluorononanoic Acid","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"CHANGED","102066-8","Perfluorononanoate","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"BEFORE","102067-6","Perfluoroheptane Sulfonic Acid","MCnc","Pt","Ser/Plas","Qn","","DRUG/TOX"
"CHANGED","102067-6","Perfluoroheptane sulfonate","MCnc","Pt","Ser/Plas","Qn","","DRUG/TOX"
"BEFORE","102068-4","Perfluoroundecanoic Acid","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"CHANGED","102068-4","Perfluoroundecanoate","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"BEFORE","102069-2","Perfluorodecanoic Acid","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"CHANGED","102069-2","Perfluorodecanoate","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"BEFORE","102070-0","Perfluoromethylheptane Sulfonic Acid","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"CHANGED","102070-0","Perfluoromethylheptane sulfonate","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"BEFORE","102071-8","n-Perfluorooctane Sulfonic Acid","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"CHANGED","102071-8","n-Perfluorooctane sulfonate","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"BEFORE","102072-6","2-(N-Methyl-perfluorooctane sulfonamido) Acetic Acid","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"CHANGED","102072-6","2-N-Methyl-perfluorooctanesulfonamide acetate","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"BEFORE","102073-4","Perfluorododecanoic Acid","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"CHANGED","102073-4","Perfluorododecanoate","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"BEFORE","102088-2","Torch IgG panel","-","Pt","Ser","Ord","IA","PANEL.MICRO"
"CHANGED","102088-2","Torch Ab.IgG panel","-","Pt","Ser","-","","PANEL.MICRO"
"ADD","102092-4","HLA-ABDR typing panel","-","Pt","Bld/Tiss","-","","PANEL.HLA"
"ADD","102093-2","HLA-ABDR typing panel","-","Pt","Bld/Tiss^Donor","-","","PANEL.HLA"
"BEFORE","102107-0","Oxalate, Glycolate, Glyoxylate, Glycerate","Imp","Pt","Ser/Plas","Nom","","CHEM"
"CHANGED","102107-0","Oxalate & Glycolate & Glyoxylate & Glycerate","Imp","Pt","Ser/Plas","Nom","","CHEM"
"ADD","102108-8","Glycerate","SCnc","Pt","Urine","Qn","GC-MS","CHEM"
"ADD","102109-6","Oxalate & Glycolate & Glyoxylate & Citrate","Imp","Pt","Urine","Nom","","CHEM"
"BEFORE","103149-1","Total PFOS Isomers","MCnc","Pt","Ser/Plas","Qn","","DRUG/TOX"
"CHANGED","103149-1","Total perfluorooctane sulfonic acid isomers","MCnc","Pt","Ser/Plas","Qn","","DRUG/TOX"
"BEFORE","103156-6","Cells.CD3.recipient derived/Cells.CD3^post bone marrow transplant","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","103156-6","Cells.CD3.recipient derived/Cells.CD3^post bone marrow transplant","NFr","Pt","Bld","Qn","Molgen","CELLMARK"
"BEFORE","103204-4","External Steroid panel","-","Pt","Ser/Plas","-","","CHEM"
"CHANGED","103204-4","External Steroid panel","-","Pt","Ser/Plas","-","","PANEL.CHEM"
"BEFORE","103224-2","Duration of getting out of bed","NRat","time","^Patient","XXX^min","","H&P.HX"
"CHANGED","103224-2","Duration of getting out of bed","NRat","time","^Patient","Qn","","H&P.HX"
"ADD","103543-5","History and physical note","Find","Pt","{Setting}","Doc","Rapid response team","DOC.ONTOLOGY"
"ADD","103544-3","Surgical operation note","Find","Pt","{Setting}","Doc","Clinical cardiac electrophysiology","DOC.ONTOLOGY"
"ADD","103545-0","Consultation note","Find","Pt","Outpatient","Doc","Physical medicine and rehab","DOC.ONTOLOGY"
"ADD","103546-8","Preoperative evaluation and management note","Find","Pt","{Setting}","Doc","General medicine","DOC.ONTOLOGY"
"ADD","103547-6","Referral note","Find","Pt","{Setting}","Doc","Trauma","DOC.ONTOLOGY"
"ADD","103548-4","Progress note","Find","Pt","{Setting}","Doc","Obstetrics.midwife","DOC.ONTOLOGY"
"ADD","103549-2","Consultation note","Find","Pt","Outpatient","Doc","Gastroenterology","DOC.ONTOLOGY"
"ADD","103550-0","Evaluation note","Find","Pt","Outpatient","Doc","Physical therapy","DOC.ONTOLOGY"
"ADD","103551-8","Note","Find","Pt","Outpatient","Doc","Brain injury","DOC.ONTOLOGY"
"ADD","103552-6","Annual evaluation note","Find","Pt","{Setting}","Doc","Psychology","DOC.ONTOLOGY"
"ADD","103553-4","Summary note","Find","Pt","{Setting}","Doc","Psychology","DOC.ONTOLOGY"
"ADD","103554-2","Progress note","Find","Pt","{Setting}","Doc","Surgical oncology","DOC.ONTOLOGY"
"ADD","103555-9","Escherichia coli O157:H7 DNA","PrThr","Pt","Wound","Ord","Probe.amp.tar","MICRO"
"ADD","103556-7","PLA2G7 & PLAC8 gene expression level","Score","Pt","Bld","Qn","Molgen","MOLPATH"
"ADD","103557-5","SARS coronavirus 2 Mpro gene mutation detected","Prid","Pt","XXX","Nom","Molgen","MOLPATH.MUT"
"ADD","103558-3","NR4A3 gene rearrangements","Find","Pt","Bld/Tiss","Doc","FISH","MOLPATH.REARRANGE"
"ADD","103559-1","Rhinovirus RNA","PrThr","Pt","Nph","Ord","Non-probe.amp.tar","MICRO"
"ADD","103560-9","Aldosterone/Renin","Ratio","Pt","Ser/Plas","Qn","","CHEM"
"ADD","103562-5","AB-Fubinaca metabolite 3","MCnc","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","103565-8","HIV 1 group O RNA+HIV 1 group M RNA+HIV 2 RNA+Hepatitis C virus RNA+Hepatitis B virus DNA+Hepatitis E virus RNA","PrThr","Pt","Ser/Plas/Bld^Donor","Ord","Probe.amp.tar","MICRO"
"ADD","103566-6","Metagenomic DNA and RNA Sequencing","Prid","Pt","CSF","Nom","Sequencing","MOLPATH"
"ADD","103567-4","FHIR previous cancer therapy medical record","Find","Pt","{Setting}","Doc","","DOC.ONTOLOGY"
"ADD","103568-2","COVID-19 Vaccine","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"ADD","103570-8","AAV serotype rh74 Ab","PrThr","Pt","Ser/Plas","Ord","IA","MICRO"
"ADD","103571-6","Study observation^W fluorescein IV","Find","Pt","Ocular fundus","Nom","Angiography","EYE.ANGIO"
"ADD","103572-4","Cosmetic product listing","Find","Pt","^FDA package insert","Nar","","DOCUMENT.REGULATORY"
"ADD","103573-2","Cosmetic facility registration","Find","Pt","^FDA package insert","Nar","","DOCUMENT.REGULATORY"
"ADD","103574-0","Dog dander Ab.IgE panel","-","Pt","Ser/Plas","-","","PANEL.ALLERGY"
"ADD","103575-7","Cat epithelium Ab.IgE panel","-","Pt","Ser/Plas","-","","PANEL.ALLERGY"
"ADD","103576-5","Horse dander Ab.IgE panel","-","Pt","Ser/Plas","-","","PANEL.ALLERGY"
"ADD","103577-3","Albumin","MCnc","Pt","Ser","Qn","IA","CHEM"
"ADD","103588-0","Etizolam","PrThr","Pt","TissCo","Ord","Confirm","DRUG/TOX"
"ADD","103589-8","Flualprazolam","PrThr","Pt","TissCo","Ord","Confirm","DRUG/TOX"
"ADD","103590-6","Bacterial vaginosis RNA","PrThr","Pt","Vagina","Ord","Probe.amp","MICRO"
"ADD","103591-4","Comprehensive foot screening report","Find","Pt","^Patient","Doc","","DOC.MISC"
"ADD","103592-2","Retinal eye screening report","Find","Pt","^Patient","Doc","","DOC.MISC"
"ADD","103593-0","Cell growth","PrThr","Pt","Amniocytes","Ord","Tissue culture","SPEC"
"ADD","103594-8","Acetyl norfentanyl","MCnc","Pt","TissCo","Qn","Confirm","DRUG/TOX"
"ADD","103595-5","Certificate of medical necessity","Find","Pt","^Patient","Doc","","ATTACH"
"ADD","103596-3","Durable medical equipment proof of delivery receipt","Find","Pt","^Patient","Doc","","ATTACH"
"ADD","103597-1","Pain management form or template","Find","Pt","^Patient","Doc","","ATTACH"
"ADD","103598-9","Direct antiglobulin test.polyspecific reagent","PrThr","Pt","RBC^Fetus","Ord","","BLDBK"
"ADD","103599-7","Reason for discharge","Find","Pt","^Patient","Nom","","ADMIN.PATIENT"
"ADD","103600-3","Baclofen","MCnc","Pt","Urine","Qn","LC/MS/MS","DRUG/TOX"
"ADD","103601-1","Staphylococcus aureus MLVA type","Type","Pt","Isolate/Specimen","Nom","Molgen","MICRO"
"ADD","103602-9","6-Hydroxychlorzoxazone","MCnc","Pt","Urine","Qn","","DRUG/TOX"
"ADD","103603-7","Tick-borne Ab panel","Titr","Pt","Ser","SemiQn","","MICRO"
"ADD","103604-5","carBAMazepine 10,11-Epoxide","MCnc","Pt","Urine","Qn","","DRUG/TOX"
"ADD","103605-2","Paroxetine metabolite I","MCnc","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","103606-0","Paroxetine metabolite II","MCnc","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","103607-8","Paroxetine metabolite III","MCnc","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","103608-6","Sulbactam+Durlobactam","Susc","Pt","Isolate","OrdQn","Gradient strip","ABXBACT"
"ADD","103609-4","Imatinib ^24H post dose","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"ADD","103610-2","Pazopanib^24H post dose","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"ADD","103611-0","Sunitinib^24H post dose","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"ADD","103612-8","N-Desethyl Sunitinib^24H post dose","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"ADD","103613-6","Sunitinib.total^24H post dose","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"ADD","103614-4","Gefitinib^24H post dose","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"ADD","103615-1","Erlotinib^24H post dose","MCnc","Pt","Ser/Plas","Qn","LC/MS/MS","DRUG/TOX"
"ADD","103616-9","Creatinine","SCnc","Pt","Ser/Plas","Qn","LC/MS/MS","CHEM"
"ADD","103617-7","Helicobacter pylori Ab.IgG","PrThr","Pt","Bld","Ord","IA","MICRO"
"ADD","103618-5","Hepatitis B virus RNA","NCnc","Pt","Ser/Plas","Qn","Probe.amp.tar","MICRO"
"ADD","103619-3","Coagulation surface induced.lupus sensitive.buffer (LA control)","Time","Pt","PPP","Qn","Coag","COAG"
"ADD","103620-1","Lupus anticoagulant aPTT screening panel","-","Pt","PPP","-","Coag","PANEL.COAG"
"ADD","103621-9","Small lymphocytic lymphoma chromosome deletions &or rearrangements","Find","Pt","Bld/Tiss","Doc","FISH","MOLPATH.REARRANGE"
"ADD","103622-7","Enterobacter spp DNA","PrThr","Pt","XXX","Ord","Probe.amp.tar","MICRO"
"ADD","103623-5","Enterococcus faecalis+Enterococcus faecium DNA","PrThr","Pt","XXX","Ord","Probe.amp.tar","MICRO"
"ADD","103624-3","Klebsiella pneumoniae oxytoca DNA","PrThr","Pt","XXX","Ord","Probe.amp.tar","MICRO"
"ADD","103625-0","Mycobacterium marinum DNA","PrThr","Pt","XXX","Ord","Probe.amp.tar","MICRO"
"ADD","103626-8","Mycobacterium ulcerans DNA","PrThr","Pt","XXX","Ord","Probe.amp.tar","MICRO"
"ADD","103627-6","Streptococcus pyogenes DNA","PrThr","Pt","XXX","Ord","Probe.amp.tar","MICRO"
"ADD","103628-4","Monkeypox virus Ab.Neut","Titr","Pt","Ser","SemiQn","IA","MICRO"
"ADD","103629-2","Monkeypox virus Ab.IgG","Titr","Pt","Ser","SemiQn","IA","MICRO"
"ADD","103630-0","Monkeypox virus Ab.IgM","Titr","Pt","Ser","SemiQn","IA","MICRO"
"ADD","103633-4","Chlamydia trachomatis & Neisseria gonorrhoeae & Trichomonas vaginalis","PrThr","Pt","Genital fld","Ord","Probe.amp.tar","MICRO"
"ADD","103634-2","Coccidioides sp Ab.IgG & IgM","ACnc","Pt","Ser+CSF","Ord","IA","MICRO"
"ADD","103635-9","Chromium Ab.IgE","ACnc","Pt","Ser","Qn","","ALLERGY"
"ADD","103636-7","Polyprion americanus Ab.IgE","PrThr","Pt","Ser","SemiQn","RAST","ALLERGY"
"ADD","103637-5","Polyprion americanus Ab.IgE","ACnc","Pt","Ser","Qn","","ALLERGY"
"ADD","103638-3","4-hydroxy Xylazine","MCnc","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","103639-1","4-hydroxy Xylazine","PrThr","Pt","Urine","Ord","Confirm","DRUG/TOX"
"ADD","103640-9","4-hydroxy xylazine/Creatinine","MRto","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","103641-7","Herpes virus 6A DNA","NCnc","Pt","Ser/Plas","Qn","Non-probe.amp.tar","MICRO"
"ADD","103642-5","Herpes virus 6B DNA","ACnc","Pt","Ser/Plas","Qn","Non-probe.amp.tar","MICRO"
"ADD","103643-3","Iloperidone","MCnc","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","103644-1","N-Desmethylasenapine","MCnc","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","103645-8","Asenapine","MCnc","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","103646-6","Clozapine N-oxide","MCnc","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","103647-4","Cortisol^2H post dose corticotropin","MCnc","Pt","Ser/Plas","Qn","","CHAL"
"ADD","103648-2","Follitropin^4H post dose gonadotropin releasing hormone","ACnc","Pt","Ser/Plas","Qn","","CHAL"
"ADD","103649-0","Lutropin^10M post dose gonadotropin releasing hormone","ACnc","Pt","Ser/Plas","Qn","","CHAL"
"ADD","103650-8","Lutropin^4H post dose gonadotropin releasing hormone","ACnc","Pt","Ser/Plas","Qn","","CHAL"
"ADD","103651-6","Atomoxetine","PrThr","Pt","Urine","Ord","Confirm","DRUG/TOX"
"ADD","103652-4","4-Hydroxyatomoxetine","MCnc","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","103653-2","Ciprofloxacin","Susc","Pt","Isolate.meningitis","OrdQn","","ABXBACT"
"ADD","103654-0","Meropenem","Susc","Pt","Isolate.meningitis","OrdQn","","ABXBACT"
"ADD","103655-7","Color","Type","Pt","Plr fld.spun","Nom","","SPEC"
"ADD","103656-5","Color","Type","Pt","Periton fld.spun","Nom","","SPEC"
"ADD","103657-3","Color","Type","Pt","Pericard fld.spun","Nom","","SPEC"
"ADD","103659-9","Cells.chromosome Y deletion/Cells counted","NFr","Pt","Bld/Bone mar","Qn","FISH","MOLPATH.DELDUP"
"ADD","103660-7","Entamoeba coli DNA","PrThr","Pt","Stool","Ord","Probe.amp.tar","MICRO"
"ADD","103661-5","Campylobacter & Salmonella & Shigella sp identified","Prid","Pt","Stool","Nom","Organism specific culture","MICRO"
"ADD","103662-3","Campylobacter & Salmonella & Shigella & Yersinia sp identified","Prid","Pt","Stool","Nom","Organism specific culture","MICRO"
"ADD","103663-1","Salmonella & Shigella & Campylobacter & E. coli sp identified","Prid","Pt","Stool","Nom","Organism specific culture","MICRO"
"ADD","103664-9","Dehydronorketamine","MCnc","Pt","Urine","Qn","LC/MS/MS","DRUG/TOX"
"ADD","103665-6","Cells.CD4+CD26-/100 cells.CD4","NFr","Pt","Bld","Qn","Flow cytometry","CELLMARK"
"ADD","103666-4","Cells.CD200/100 cells","NFr","Pt","Bone marrow","Qn","Flow cytometry","CELLMARK"
"ADD","103667-2","Cells.chromosome region 1p32 deletion/Cells counted","NFr","Pt","Bld/Bone mar","Qn","FISH","MOLPATH.DELDUP"
"ADD","103668-0","Gabapentin","PrThr","Pt","TissCo","Ord","Screen","DRUG/TOX"
"ADD","103669-8","Mitragynine","PrThr","Pt","TissCo","Ord","Screen","DRUG/TOX"
"ADD","103670-6","Gabapentin","PrThr","Pt","TissCo","Ord","Confirm","DRUG/TOX"
"ADD","103671-4","Mitragynine","PrThr","Pt","TissCo","Ord","Confirm","DRUG/TOX"
"ADD","103672-2","Amoxicillin+Clavulanate","Susc","Pt","Isolate.UTI","OrdQn","","ABXBACT"
"ADD","103673-0","Isavuconazole","Susc","Pt","Isolate","OrdQn","Gradient strip","DRUG/TOX"
"ADD","103674-8","Cells.chromosome region 1q21 duplication","NFr","Pt","Bld/Bone mar","Qn","FISH","MOLPATH.DELDUP"
"ADD","103675-5","Tau protein.phosphorylated 181","MCnc","Pt","Plas","Qn","IA","CHEM"
"ADD","103676-3","Soluble triggering receptor expressed on myeloid cells-1","MCnc","Pt","Ser/Plas","Qn","IA","CHEM"
"ADD","103677-1","Hemiplegic migraine multigene analysis","Find","Pt","Bld/Tiss","Doc","Molgen","MOLPATH"
"ADD","103678-9","CTNNB1 gene targeted mutation analysis","Find","Pt","Tumor","Doc","Molgen","MOLPATH"
"ADD","103680-5","TP53 gene full mutation analysis","Find","Pt","Bld/Tiss","Doc","Molgen","MOLPATH"
"ADD","103684-7","Vortioxetine","PrThr","Pt","Urine","Ord","LC/MS/MS","DRUG/TOX"
"ADD","103685-4","Citalopram","MCnc","Pt","Urine","Qn","LC/MS/MS","DRUG/TOX"
"ADD","103686-2","Pneumocystis jiroveci DNA","PrThr","Pt","CSF","Ord","Probe.amp.tar","MICRO"
"ADD","103687-0","Coccidioides sp DNA","PrThr","Pt","CSF","Ord","Probe.amp.tar","MICRO"
"ADD","103688-8","Blastomyces sp DNA","PrThr","Pt","CSF","Ord","Probe.amp.tar","MICRO"
"ADD","103689-6","Histoplasma sp DNA","PrThr","Pt","CSF","Ord","Probe.amp.tar","MICRO"
"ADD","103690-4","Fungal Pathogens Panel","-","Pt","CSF","-","Probe.amp.tar","PANEL.MICRO"
"ADD","103691-2","MDA5 Ab","ACnc","Pt","Ser","Qn","IA","SERO"
"ADD","103692-0","Body height","Len","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"ADD","103693-8","Body weight","Mass","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"ADD","103694-6","Brief interview for mental status","-","RptPeriod","^Patient","-","CMS Assessment","SURVEY.CMS"
